Deformation[in],Force[kip]
-3.855336410354016,-69.21963556866726
-3.855336410354016,-71.11714487374698
-3.863683225479,-73.41251903311763
-3.863683225479,-75.61607822611344
-3.863683225479,-77.81963741910926
-3.863683225479,-79.8854741625428
-3.8720300406039843,-82.22675580510088
-3.8720300406039843,-84.43031499809669
-3.8720300406039843,-86.6338741910925
-3.863683225479,-88.97515583365055
-3.8720300406039843,-91.04099257708413
-3.8720300406039843,-93.24455177007994
-3.8720300406039843,-95.44811096307575
-3.8720300406039843,-97.65167015607156
-3.8720300406039843,-99.85522934906737
-3.8720300406039843,-102.05878854206318
-3.8720300406039843,-104.262347735059
-3.866465497187328,-107.47587155817786
-3.8386427801040477,-59.57141285211267
-3.8469895952290316,-62.67016796726304
-3.8469895952290316,-64.87372716025885
-3.8469895952290316,-67.07728635325466
-3.8275136932707357,-54.13137609440426
-3.8302959649790633,-56.88582508564903
-3.8136023347290955,-108.25629877236389
-3.801916793554118,-44.10518176627332
-3.8136023347290955,-47.24525361629233
-3.8136023347290955,-49.17336791016368
-3.8219491498540794,-50.82603730491053
-3.794126432770799,-39.25735154168251
-3.805255519604111,-41.46091073467832
-3.777432802520831,-34.08510843590068
-3.788561889354143,-35.95201275218881
-3.7551746288542063,-24.597561910502066
-3.7635214439791906,-26.862331081081066
-3.7635214439791906,-28.790445374952412
-3.7718682591041746,-30.994004567948224
-3.7468278137292224,-108.11857632280169
-3.7440455420208942,-20.894358266717433
-3.7551746288542063,-22.73065759421391
-3.7217873683542697,-15.500228992196412
-3.730134183479254,-18.185816758660053
-3.7050937381043014,-7.948448007867029
-3.713440553229286,-10.61108203273696
-3.713440553229286,-12.814641225732771
-3.6939646512709894,-4.367664319248831
-3.7050937381043014,-6.203963646745336
-3.6800532927293492,-107.84313142367722
-3.667533070041873,5.364722116482682
-3.671706477604365,2.8857180243624043
-3.6800532927293492,0.9576037304910585
-3.6800532927293492,-1.245955462504753
-3.660577390771053,9.771840502474305
-3.671706477604365,7.568281309478493
-3.6438837605210845,12.648709448885512
-3.6182868608044667,19.853123810430162
-3.6299724019794444,17.208852778835194
-3.6299724019794444,15.280738484963848
-3.613278771729476,-107.5676865245527
-3.610496500021148,23.544085458698163
-3.5938028697711797,26.849424248191866
-3.571544696104555,30.223624262466714
-3.5631978809795712,32.909212028930355
-3.546504250729603,-107.49882529977162
-3.554851065854587,35.11277122192617
-3.5214638053546503,40.00191818138563
-3.5381574356046186,37.31633041492198
-3.5131169902296664,43.05476581334858
-3.47972972972973,-107.0856579510849
-3.4713829146047455,47.438930457746494
-3.4880765448547137,44.75334269128285
-3.4463424692297933,50.81313047202133
-3.4213020238548406,53.360995788922736
