Time[s],Deformation[in]
1190,-0.98
1200,-0.78
1210,-0.59
1220,-0.39
1230,-0.20
1240,0.00
1250,0.20
1260,0.39
1270,0.59
1280,0.78
1290,0.98
1300,1.18
1310,1.37
1320,1.57
1330,1.76
1340,1.96
1350,1.76
1360,1.57
1370,1.37
1380,1.18
1390,0.98
1400,0.78
1410,0.59
1420,0.39
1430,0.20
1440,0.00
1450,-0.20
1460,-0.39
1470,-0.59
1480,-0.78
1490,-0.98
1500,-1.18
1510,-1.37
1520,-1.57
1530,-1.76
1540,-1.96
1550,-1.76
1560,-1.57
1570,-1.37
1580,-1.18
1590,-0.98
1600,-0.78
1610,-0.59
1620,-0.39
1630,-0.20
1640,0.00
1653.25,0.26
1666.5,0.52
1679.75,0.78
1693,1.04
1706.25,1.30
1719.5,1.56
1732.75,1.82
1746,2.08
1759.25,2.34
1772.5,2.60
1785.75,2.34
1799,2.08
1812.25,1.82
1825.5,1.56
1838.75,1.30
1852,1.04
1865.25,0.78
1878.5,0.52
1891.75,0.26
1905,0.00
1918.25,-0.26
1931.5,-0.52
1944.75,-0.78
1958,-1.04
1971.25,-1.30
1984.5,-1.56
1997.75,-1.82
2011,-2.08
2024.25,-2.34
2037.5,-2.60
2050.75,-2.34
2064,-2.08
2077.25,-1.82
2090.5,-1.56
2103.75,-1.30
2117,-1.04
2130.25,-0.78
2143.5,-0.52
2156.75,-0.26
2170,0.00
2183.25,0.26
2196.5,0.52
2209.75,0.78
2223,1.04
2236.25,1.30
2249.5,1.56
2262.75,1.82
2276,2.08
2289.25,2.34
2302.5,2.60
2315.75,2.34
2329,2.08
2342.25,1.82
2355.5,1.56
2368.75,1.30
2382,1.04
2395.25,0.78
2408.5,0.52
2421.75,0.26
2435,0.00
2448.25,-0.26
2461.5,-0.52
2474.75,-0.78
2488,-1.04
2501.25,-1.30
2514.5,-1.56
2527.75,-1.82
2541,-2.08
2554.25,-2.34
2567.5,-2.60
2580.75,-2.34
2594,-2.08
2607.25,-1.82
2620.5,-1.56
2633.75,-1.30
2647,-1.04
2660.25,-0.78
2673.5,-0.52
2686.75,-0.26
2700,0.00
2710,0.20
2720,0.39
2730,0.59
2740,0.78
2750,0.98
2760,1.18
2770,1.37
2780,1.57
2790,1.76
2800,1.96
2810,1.76
2820,1.57
2830,1.37
2840,1.18
2850,0.98
2860,0.78
2870,0.59
2880,0.39
2890,0.20
2900,0.00
2910,-0.20
2920,-0.39
2930,-0.59
2940,-0.78
2950,-0.98
2960,-1.18
2970,-1.37
2980,-1.57
2990,-1.76
3000,-1.96
3010,-1.76
3020,-1.57
3030,-1.37
3040,-1.18
3050,-0.98
3060,-0.78
3070,-0.59
3080,-0.39
3090,-0.20
3100,0.00
3110,0.20
3120,0.39
3130,0.59
3140,0.78
3150,0.98
3160,1.18
3170,1.37
3180,1.57
3190,1.76
3200,1.96
3210,1.76
3220,1.57
3230,1.37
3240,1.18
3250,0.98
3260,0.78
3270,0.59
3280,0.39
3290,0.20
3300,0.00
3310,-0.20
3320,-0.39
3330,-0.59
3340,-0.78
3350,-0.98
3360,-1.18
3370,-1.37
3380,-1.57
3390,-1.76
3400,-1.96
3410,-1.76
3420,-1.57
3430,-1.37
3440,-1.18
3450,-0.98
3460,-0.78
3470,-0.59
3480,-0.39
3490,-0.20
3500,0.00
3510,0.20
3520,0.39
3530,0.59
3540,0.78
3550,0.98
3560,1.18
3570,1.37
3580,1.57
3590,1.76
3600,1.96
3610,1.76
3620,1.57
3630,1.37
3640,1.18
3650,0.98
3660,0.78
3670,0.59
3680,0.39
3690,0.20
3700,0.00
3710,-0.20
3720,-0.39
3730,-0.59
3740,-0.78
3750,-0.98
3760,-1.18
3770,-1.37
3780,-1.57
3790,-1.76
3800,-1.96
3810,-1.76
3820,-1.57
3830,-1.37
3840,-1.18
3850,-0.98
3860,-0.78
3870,-0.59
3880,-0.39
3890,-0.20
3900,0.00
3910,0.20
3920,0.39
3930,0.59
3940,0.78
3950,0.98
3960,1.18
3970,1.37
3980,1.57
3990,1.76
4000,1.96
4010,1.76
4020,1.57
4030,1.37
4040,1.18
4050,0.98
4060,0.78
4070,0.59
4080,0.39
4090,0.20
4100,0.00
4110,-0.20
4120,-0.39
4130,-0.59
4140,-0.78
4150,-0.98
4160,-1.18
4170,-1.37
4180,-1.57
4190,-1.76
4200,-1.96
4210,-1.76
4220,-1.57
4230,-1.37
4240,-1.18
4250,-0.98
4260,-0.78
4270,-0.59
4280,-0.39
4290,-0.20
4300,0.00
4310,0.20
4320,0.39
4330,0.59
4340,0.78
4350,0.98
4360,1.18
4370,1.37
4380,1.57
4390,1.76
4400,1.96
4410,1.76
4420,1.57
4430,1.37
4440,1.18
4450,0.98
4460,0.78
4470,0.59
4480,0.39
4490,0.20
4500,0.00
4510,-0.20
4520,-0.39
4530,-0.59
4540,-0.78
4550,-0.98
4560,-1.18
4570,-1.37
4580,-1.57
4590,-1.76
4600,-1.96
4610,-1.76
4620,-1.57
4630,-1.37
4640,-1.18
4650,-0.98
4660,-0.78
4670,-0.59
4680,-0.39
4690,-0.20
4700,0.00
4710,0.20
4720,0.39
4730,0.59
4740,0.78
4750,0.98
4760,1.18
4770,1.37
4780,1.57
4790,1.76
4800,1.96
4810,1.76
4820,1.57
4830,1.37
4840,1.18
4850,0.98
4860,0.78
4870,0.59
4880,0.39
4890,0.20
4900,0.00
4910,-0.20
4920,-0.39
4930,-0.59
4940,-0.78
4950,-0.98
4960,-1.18
4970,-1.37
4980,-1.57
4990,-1.76
5000,-1.96
5010,-1.76
5020,-1.57
5030,-1.37
5040,-1.18
5050,-0.98
5060,-0.78
5070,-0.59
5080,-0.39
5090,-0.20
5100,0.00
5110,0.20
5120,0.39
5130,0.59
5140,0.78
5150,0.98
5160,1.18
5170,1.37
5180,1.57
5190,1.76
5200,1.96
5210,1.76
5220,1.57
5230,1.37
5240,1.18
5250,0.98
5260,0.78
5270,0.59
5280,0.39
5290,0.20
5300,0.00
5310,-0.20
5320,-0.39
5330,-0.59
5340,-0.78
5350,-0.98
5360,-1.18
5370,-1.37
5380,-1.57
5390,-1.76
5400,-1.96
5410,-1.76
5420,-1.57
5430,-1.37
5440,-1.18
5450,-0.98
5460,-0.78
5470,-0.59
5480,-0.39
5490,-0.20
5500,0.00
5510,0.20
5520,0.39
5530,0.59
5540,0.78
5550,0.98
5560,1.18
5570,1.37
5580,1.57
5590,1.76
5600,1.96
5610,1.76
5620,1.57
5630,1.37
5640,1.18
5650,0.98
5660,0.78
5670,0.59
5680,0.39
5690,0.20
5700,0.00
5710,-0.20
5720,-0.39
5730,-0.59
5740,-0.78
5750,-0.98
5760,-1.18
5770,-1.37
5780,-1.57
5790,-1.76
5800,-1.96
5810,-1.76
5820,-1.57
5830,-1.37
5840,-1.18
5850,-0.98
5860,-0.78
5870,-0.59
5880,-0.39
5890,-0.20
5900,0.00
5910,0.20
5920,0.39
5930,0.59
5940,0.78
5950,0.98
5960,1.18
5970,1.37
5980,1.57
5990,1.76
6000,1.96
6010,1.76
6020,1.57
6030,1.37
6040,1.18
6050,0.98
6060,0.78
6070,0.59
6080,0.39
6090,0.20
6100,0.00
6110,-0.20
6120,-0.39
6130,-0.59
6140,-0.78
6150,-0.98
6160,-1.18
6170,-1.37
6180,-1.57
6190,-1.76
6200,-1.96
6210,-1.76
6220,-1.57
6230,-1.37
6240,-1.18
6250,-0.98
6260,-0.78
6270,-0.59
6280,-0.39
6290,-0.20
6300,0.00
6310,0.20
6320,0.39
6330,0.59
6340,0.78
6350,0.98
6360,1.18
6370,1.37
6380,1.57
6390,1.76
6400,1.96
6410,1.76
6420,1.57
6430,1.37
6440,1.18
6450,0.98
6460,0.78
6470,0.59
6480,0.39
6490,0.20
6500,0.00
6510,-0.20
6520,-0.39
6530,-0.59
6540,-0.78
6550,-0.98
6560,-1.18
6570,-1.37
6580,-1.57
6590,-1.76
6600,-1.96
6610,-1.76
6620,-1.57
6630,-1.37
6640,-1.18
6650,-0.98
6660,-0.78
6670,-0.59
6680,-0.39
6690,-0.20
6700,0.00
6710,0.20
6720,0.39
6730,0.59
6740,0.78
6750,0.98
6760,1.18
6770,1.37
6780,1.57
6790,1.76
6800,1.96
6810,1.76
6820,1.57
6830,1.37
6840,1.18
6850,0.98
6860,0.78
6870,0.59
6880,0.39
6890,0.20
6900,0.00
6910,-0.20
6920,-0.39
6930,-0.59
6940,-0.78
6950,-0.98
6960,-1.18
6970,-1.37
6980,-1.57
6990,-1.76
7000,-1.96
7010,-1.76
7020,-1.57
7030,-1.37
7040,-1.18
7050,-0.98
7060,-0.78
7070,-0.59
7080,-0.39
7090,-0.20
7100,0.00
7110,0.20
7120,0.39
7130,0.59
7140,0.78
7150,0.98
7160,1.18
7170,1.37
7180,1.57
7190,1.76
7200,1.96
7210,1.76
7220,1.57
7230,1.37
7240,1.18
7250,0.98
7260,0.78
7270,0.59
7280,0.39
7290,0.20
7300,0.00
7310,-0.20
7320,-0.39
7330,-0.59
7340,-0.78
7350,-0.98
7360,-1.18
7370,-1.37
7380,-1.57
7390,-1.76
7400,-1.96
7410,-1.76
7420,-1.57
7430,-1.37
7440,-1.18
7450,-0.98
7460,-0.78
7470,-0.59
7480,-0.39
7490,-0.20
7500,0.00
7510,0.20
7520,0.39
7530,0.59
7540,0.78
7550,0.98
7560,1.18
7570,1.37
7580,1.57
7590,1.76
7600,1.96
7610,1.76
7620,1.57
7630,1.37
7640,1.18
7650,0.98
7660,0.78
7670,0.59
7680,0.39
7690,0.20
7700,0.00
7710,-0.20
7720,-0.39
7730,-0.59
7740,-0.78
7750,-0.98
7760,-1.18
7770,-1.37
7780,-1.57
7790,-1.76
7800,-1.96
7810,-1.76
7820,-1.57
7830,-1.37
7840,-1.18
7850,-0.98
7860,-0.78
7870,-0.59
7880,-0.39
7890,-0.20
7900,0.00
7910,0.20
7920,0.39
7930,0.59
7940,0.78
7950,0.98
7960,1.18
7970,1.37
7980,1.57
7990,1.76
8000,1.96
8010,1.76
8020,1.57
8030,1.37
8040,1.18
8050,0.98
8060,0.78
8070,0.59
8080,0.39
8090,0.20
8100,0.00
8110,-0.20
8120,-0.39
8130,-0.59
8140,-0.78
8150,-0.98
8160,-1.18
8170,-1.37
8180,-1.57
8190,-1.76
8200,-1.96
8210,-1.76
8220,-1.57
8230,-1.37
8240,-1.18
8250,-0.98
8260,-0.78
8270,-0.59
8280,-0.39
8290,-0.20
8300,0.00
8310,0.20
8320,0.39
8330,0.59
8340,0.78
8350,0.98
8360,1.18
8370,1.37
8380,1.57
8390,1.76
8400,1.96
8410,1.76
8420,1.57
8430,1.37
8440,1.18
8450,0.98
8460,0.78
8470,0.59
8480,0.39
8490,0.20
8500,0.00
8510,-0.20
8520,-0.39
8530,-0.59
8540,-0.78
8550,-0.98
8560,-1.18
8570,-1.37
8580,-1.57
8590,-1.76
8600,-1.96
8610,-1.76
8620,-1.57
8630,-1.37
8640,-1.18
8650,-0.98
8660,-0.78
8670,-0.59
8680,-0.39
8690,-0.20
8700,0.00
8710,0.20
8720,0.39
8730,0.59
8740,0.78
8750,0.98
8760,1.18
8770,1.37
8780,1.57
8790,1.76
8800,1.96
8810,1.76
8820,1.57
8830,1.37
8840,1.18
8850,0.98
8860,0.78
8870,0.59
8880,0.39
8890,0.20
8900,0.00
8910,-0.20
8920,-0.39
8930,-0.59
8940,-0.78
8950,-0.98
8960,-1.18
8970,-1.37
8980,-1.57
8990,-1.76
9000,-1.96
9010,-1.76
9020,-1.57
9030,-1.37
9040,-1.18
9050,-0.98
9060,-0.78
9070,-0.59
9080,-0.39
9090,-0.20
9100,0.00
9110,0.20
9120,0.39
9130,0.59
9140,0.78
9150,0.98
9160,1.18
9170,1.37
9180,1.57
9190,1.76
9200,1.96
9210,1.76
9220,1.57
9230,1.37
9240,1.18
9250,0.98
9260,0.78
9270,0.59
9280,0.39
9290,0.20
9300,0.00
9310,-0.20
9320,-0.39
9330,-0.59
9340,-0.78
9350,-0.98
9360,-1.18
9370,-1.37
9380,-1.57
9390,-1.76
9400,-1.96
9410,-1.76
9420,-1.57
9430,-1.37
9440,-1.18
9450,-0.98
9460,-0.78
9470,-0.59
9480,-0.39
9490,-0.20
9500,0.00
9510,0.20
9520,0.39
9530,0.59
9540,0.78
9550,0.98
9560,1.18
9570,1.37
9580,1.57
9590,1.76
9600,1.96
9610,1.76
9620,1.57
9630,1.37
9640,1.18
9650,0.98
9660,0.78
9670,0.59
9680,0.39
9690,0.20
9700,0.00
9710,-0.20
9720,-0.39
9730,-0.59
9740,-0.78
9750,-0.98
9760,-1.18
9770,-1.37
9780,-1.57
9790,-1.76
9800,-1.96
9810,-1.76
9820,-1.57
9830,-1.37
9840,-1.18
9850,-0.98
9860,-0.78
9870,-0.59
9880,-0.39
9890,-0.20
9900,0.00
9910,0.20
9920,0.39
9930,0.59
9940,0.78
9950,0.98
9960,1.18
9970,1.37
9980,1.57
9990,1.76
10000,1.96
10010,1.76
10020,1.57
10030,1.37
10040,1.18
10050,0.98
10060,0.78
10070,0.59
10080,0.39
10090,0.20
10100,0.00
10110,-0.20
10120,-0.39
10130,-0.59
10140,-0.78
10150,-0.98
10160,-1.18
10170,-1.37
10180,-1.57
10190,-1.76
10200,-1.96
10210,-1.76
10220,-1.57
10230,-1.37
10240,-1.18
10250,-0.98
10260,-0.78
10270,-0.59
10280,-0.39
10290,-0.20
10300,0.00
10308.5,0.17
10317,0.33
10325.5,0.50
10334,0.67
10342.5,0.83
10351,1.00
10359.5,1.17
10368,1.33
10376.5,1.50
10385,1.67
