Deformation[in],Force[kip]
-1.282414225,-90.86314619
-1.282414225,-92.59010025
-1.282414225,-94.70082187
-1.282414225,-95.94806647
-1.269052878,66.72311264
-1.271725148,64.63603626
-1.282414225,63.69924194
-1.271725148,61.4939393
-1.277069686,-54.59643055
-1.282414225,-56.32406504
-1.264599096,-49.2220969
-1.266380609,-51.28507439
-1.271725148,-52.86879605
-1.247674724,76.08016887
-1.255691532,-44.8076358
-1.255691532,-46.39067702
-1.250346993,-78.77038515
-1.250346993,-83.18371219
-1.250346993,-87.40515544
-1.250346993,-89.1321095
-1.250346993,-90.85906355
-1.250346993,-92.58601761
-1.250346993,-95.27239059
-1.236985646,67.87849797
-1.239657916,66.00729086
-1.245002454,64.85530772
-1.239657916,62.40946991
-1.243220941,-41.54402378
-1.250346993,-43.0800013
-1.232531864,-37.32121965
-1.239657916,-39.04908096
-1.218279761,76.22782412
-1.221842787,-33.2902993
-1.228968838,-35.01816061
-1.218279761,-78.67036063
-1.218279761,-82.79586199
-1.218279761,-86.82542145
-1.218279761,-88.55237551
-1.218279761,-90.27932957
-1.218279761,-92.00628363
-1.218279761,-94.11700525
-1.218279761,-95.36424985
-1.204918414,69.03388331
-1.207590684,67.06673431
-1.212935222,66.01069305
-1.207590684,63.19068187
-1.212935222,-29.25960577
-1.212935222,-30.84264699
-1.200464632,-25.90005186
-1.207590684,-27.53197128
-1.188884798,76.37547937
-1.189775555,-21.58130584
-1.196901606,-23.50105093
-1.186212529,-78.47439421
-1.18354026,-82.79143913
-1.186212529,-86.82133882
-1.186212529,-88.54829288
-1.186212529,-90.27524693
-1.186212529,-91.9062591
-1.186212529,-94.88045775
-1.173385636,69.52720155
-1.175523452,67.35864262
-1.186212529,66.5897466
-1.175523452,64.19256018
-1.18086799,-17.16684474
-1.18086799,-18.89379879
-1.1683974,-13.80729082
-1.175523452,-15.43921024
-1.154145297,77.62714682
-1.154145297,76.09207655
-1.159489836,-9.6806554
-1.159489836,-11.26369662
-1.154145297,-78.1824859
-1.154145297,-82.21204537
-1.154145297,-86.24160483
-1.154145297,-87.96855889
-1.154145297,-89.69551295
-1.154145297,-91.42246701
-1.154145297,-94.49260755
-1.14078395,70.76900264
-1.14345622,68.80185363
-1.148800758,67.74581238
-1.14345622,64.77229416
-1.147019245,-6.033275811
-1.148800758,-7.952340465
-1.136330168,-1.426704113
-1.14345622,-3.346449207
-1.122078065,77.82311324
-1.122078065,76.09615918
-1.125641091,2.796100016
-1.127422604,0.972977253
-1.122078065,-77.89057759
-1.122078065,-82.20796273
-1.122078065,-86.2375222
-1.122078065,-87.96447626
-1.122078065,-89.69143031
-1.122078065,-91.41838437
-1.122078065,-94.29664113
-1.109251172,71.26232088
-1.111388988,69.09376194
-1.122078065,68.32486593
-1.111388988,65.54391193
-1.114952013,7.306729821
-1.122078065,5.291042835
-1.104262936,9.898521785
-1.090010833,77.07884912
-1.093573859,14.12132591
-1.10069991,12.20158082
-1.090010833,-77.88649496
-1.092683102,-81.91639464
-1.090010833,-86.23343957
-1.090010833,-87.96039362
-1.090010833,-89.68734768
-1.090010833,-91.12647606
-1.092683102,-94.00507304
-1.079321756,72.64769458
-1.079321756,70.92074052
-1.079321756,69.38567025
-1.079321756,66.21958781
-1.082884781,16.80905977
-1.073977217,19.11279924
-1.057943601,78.40692986
-1.057943601,76.6799758
-1.061506627,22.18452748
-1.068632678,20.84043374
-1.057943601,-77.49864475
-1.055805785,-81.45117853
-1.057943601,-86.22935693
-1.057943601,-87.95631099
-1.057943601,-89.68326505
-1.057943601,-91.12239343
-1.057943601,-93.71282451
-1.044582254,73.08385595
-1.047254524,71.11670694
-1.052599062,70.06066569
-1.047254524,66.70337991
-1.052599062,24.58420885
-1.041909985,26.88817514
-1.025876369,78.02724493
-1.025876369,76.68405844
-1.031220908,29.04822859
-1.025876369,-77.30267834
-1.025876369,-80.46876077
-1.025876369,-82.19571483
-1.023738553,-86.45526266
-1.025876369,-88.71976349
-1.025876369,-90.44671755
-1.036565446,-91.11967167
-1.028014184,-93.59388379
-1.012515022,73.66358993
-1.015187292,71.69644093
-1.02053183,70.49648684
-1.015187292,67.47499768
-1.02053183,30.92045636
-1.009842753,32.79268413
-0.993809137,78.7029208
-0.993809137,77.07190864
-0.993809137,35.16928728
-0.993809137,-76.91482813
-0.991136868,-80.96803286
-0.993809137,-85.64554031
-0.993809137,-87.37249437
-0.993809137,-89.09944843
-0.993809137,-90.6345187
-0.991136868,-93.12866768
-0.98044779,74.24332392
-0.98312006,72.27617491
