Time[s],Deformation[in]
0,0
0.569177408,0.237566682
0.89908763,1.318797366
1.311475408,3.040506048
1.916310816,4.320287393
2.493653705,3.050651146
2.823563927,1.270261358
3.016011557,0.069438734
3.180966668,-0.787947468
3.675832002,-1.780143759
4.198189854,-0.813758694
4.390637483,0.157424506
4.583085113,1.314672157
4.912995335,3.077486301
5.435353187,4.253601909
5.957711039,3.032097536
6.232636225,1.419620879
6.452576373,0.172728163
6.590038966,-0.463767158
6.70000904,-0.91420622
7.167381855,-1.767826812
7.662247188,-0.806197995
7.827202299,0.045364152
8.047142447,1.315704278
8.37705267,3.013232651
8.871918003,4.234224035
9.421768374,3.000486771
9.724186078,1.356541237
9.971618744,0.037982261
10.13657386,-0.81851792
10.63143919,-1.759672607
11.12630452,-0.79210872
11.31875215,0.125213719
11.56618482,1.423821449
11.84111,3.027321927
12.33597534,4.226551387
12.88582571,3.021104624
13.18824341,1.398843293
13.43567608,0.053563783
13.60063119,-0.804428645
14.09549652,-1.755079443
14.59036186,-0.817190907
14.75531697,-0.034645147
14.86528704,0.410263523
15.00274963,1.392855351
15.30516734,3.041411202
15.82752519,4.212140734
16.34988304,3.093951095
16.62480823,1.455360129
16.7347783,1.057149685
16.87224089,0.105184187
17.06468852,-0.816453678
17.55955386,-1.759388885
18.05441919,-0.809630209
18.24686682,0.132174394
18.43931445,1.3024792
18.76922467,3.048971901
19.26409001,4.21991086
19.81394038,3.049283176
20.08886556,1.459190212
20.19883564,1.038596075
20.30880571,0.144213762
20.4462683,-0.479224404
20.55623838,-0.9198706
21.02361119,-1.749454159
21.51847653,-0.782483778
21.68343164,0.035813714
21.90337179,1.368797093
22.20578949,3.056524408
22.75563986,4.226935702
23.27799771,3.050315297
23.5529229,1.450895795
23.80035556,0.07507187
23.99280319,-0.781746549
24.48766853,-1.755544121
24.98253386,-0.781451657
25.14748897,0.058172521
25.36742912,1.33392204
25.69733934,3.064093298
26.21969719,4.225519607
26.71456253,3.06766067
27.01698023,1.482938658
27.12695031,1.060246049
27.2644129,0.112555214
27.45686053,-0.806828736
27.95172586,-1.752731479
28.44659119,-0.773890958
28.61154631,-0.036112585
28.72151638,0.394806277
28.83148645,1.281093399
29.16139668,3.078182574
29.65626201,4.218654839
30.20611238,3.065436694
30.5360226,1.271627053
30.70097771,0.166895858
30.83844031,-0.466335174
30.94841038,-0.90698137
31.38829068,-1.739243902
31.91064853,-0.821170308
32.10309616,0.114618677
32.29554379,1.296814819
32.59796149,3.020449309
33.12031934,4.221863153
33.67016971,3.046883084
33.97258742,1.351175259
34.16503505,0.167927979
34.30249764,-0.465303053
34.3849752,-0.876578843
34.85234801,-1.746372502
35.37470586,-0.830583911
35.56715349,0.140832453
35.75960112,1.317432672
36.06201883,3.041067162
36.58437668,4.207661928
37.10673453,3.060964168
37.40915223,1.428909971
37.62909238,0.136317215
37.82154001,-0.715604771
38.34389786,-1.744293552
38.8387632,-0.786027941
39.03121083,0.156728746
39.22365846,1.394196289
39.55356868,3.094336092
40.04843401,4.210870241
40.54329935,3.120745293
40.90070209,1.279793008
41.12064224,0.103315661
41.31308987,-0.822285982
41.78046268,-1.737779682
42.30282053,-0.707740989
42.46777564,0.11910583
42.68771579,1.339082647
43.01762601,3.095368214
43.53998387,4.223335564
44.00735668,3.115248837
44.36475942,1.334685891
44.58469957,0.061678867
44.74965468,-0.765769146
45.24452001,-1.735115416
45.79437039,-0.74587214
45.93183298,0.047390949
46.15177313,1.366229077
46.48168335,3.096400335
46.97654868,4.219463061
47.52639905,3.02489726
47.80132424,1.412420604
48.02126439,0.138480925
48.1862195,-0.650495115
48.70857735,-1.748772594
49.2309352,-0.774226807
49.39589031,0.113708842
49.56084542,1.315016198
49.86326313,3.074557862
50.38562098,4.343334753
50.90797883,3.094454868
51.21039654,1.336026069
51.4578292,0.127380354
52.09015713,-1.048880856
52.80496261,0.011834204
53.60224565,1.090518098
54.48200624,0.253140452
