Deformation[in],Force[kip]
-0.755831328,-232.1412289
-0.755831328,-242.9408529
-0.755831328,-253.740477
-0.755831328,-262.7401637
-0.717865266,-284.939391
-0.717865266,-296.9389733
-0.717865266,-329.3378455
-0.717865266,-340.1374696
-0.70837375,-352.737031
-0.736848297,-359.9367804
-0.679899204,306.0400372
-0.679899204,219.1930603
-0.679899204,-66.54699317
-0.679899204,-77.34661723
-0.679899204,-88.1462413
-0.717865266,-185.3428579
-0.717865266,-196.142482
-0.717865266,-206.9421061
-0.641933142,281.1409039
-0.641933142,31.84958168
-0.641933142,-34.14812096
-0.641933142,-44.94774503
-0.641933142,-55.7473691
-0.679899204,-142.1443616
-0.679899204,-156.5438604
-0.63433993,-309.1785472
-0.641933142,-323.3380543
-0.603967081,230.4426687
-0.603967081,-12.54887282
-0.603967081,-23.34849689
-0.641933142,-98.94586537
-0.641933142,-109.7454894
-0.641933142,-120.5451135
-0.641933142,-129.5448002
-0.594475565,-283.4394432
-0.603967081,-295.7390151
-0.594475565,-337.4375635
-0.603967081,-350.4871093
-0.641933142,-356.3369057
-0.566001019,311.4398492
-0.566001019,302.4401625
-0.558407806,19.84999938
-0.566001019,7.250437969
-0.603967081,-66.54699317
-0.603967081,-77.34661723
-0.603967081,-86.34630396
-0.520441745,286.9607013
-0.566001019,280.8409144
-0.528034957,241.2422928
-0.520441745,54.4087964
-0.528034957,40.24928929
-0.528034957,30.64962345
-0.528034957,-33.54814184
-0.566001019,-44.94774503
-0.566001019,-53.94743175
-0.520441745,-312.7784219
-0.528034957,-326.937929
-0.48057738,80.14790043
-0.490068895,67.84832858
-0.490068895,-12.54887282
-0.490068895,-23.34849689
-0.48057738,-276.2396938
-0.490068895,-288.5392657
-0.490068895,-299.3388898
-0.48057738,-341.0374382
-0.509051926,-349.1371563
-0.452102833,315.0397239
-0.452102833,306.0400372
-0.444509621,250.601967
-0.444509621,102.6471172
-0.452102833,90.04755583
-0.444509621,15.53014976
-0.490068895,7.250437969
-0.414136772,288.3406533
-0.406543559,126.4062902
-0.414136772,113.4467413
-0.433119802,54.9487776
-0.452102833,41.44924752
-0.414136772,30.64962345
-0.414136772,-36.54803742
-0.406543559,-314.9383467
-0.414136772,-329.3378455
-0.37617071,142.2457388
-0.395153741,79.24793176
-0.414136772,66.64837035
-0.366679194,-107.0455834
-0.37617071,-119.3451553
-0.37617071,-130.1447793
-0.37617071,-141.244393
-0.37617071,-269.0399444
-0.37617071,-281.3395163
-0.37617071,-292.1391404
-0.37617071,-300.538848
-0.37617071,-343.7373443
-0.338204648,315.0397239
-0.338204648,304.840079
-0.330611436,261.0416036
-0.37617071,250.2419795
-0.328713132,153.9453316
-0.357187679,100.8471799
-0.37617071,88.24761848
-0.330611436,-52.14749441
-0.338204648,-66.54699317
-0.338204648,-77.34661723
-0.338204648,-88.1462413
-0.338204648,-97.14592803
-0.300238586,291.940528
-0.292645374,176.0845609
-0.300238586,162.0450496
-0.31289394,132.646073
-0.319221617,120.6464907
-0.338204648,109.8468666
-0.300238586,32.4495608
-0.292645374,-28.38832146
-0.300238586,-41.34787034
-0.300238586,-258.2403204
-0.292645374,-312.7784219
-0.300238586,-326.937929
-0.300238586,-337.7375531
-0.254679312,19.84999938
-0.262272524,7.850417084
-0.262272524,-12.54887282
-0.300238586,-109.7454894
-0.300238586,-120.5451135
-0.262272524,-276.6896782
-0.262272524,-289.7392239
-0.262272524,-299.3388898
-0.262272524,-345.5372816
-0.224306462,322.2394733
-0.224306462,311.4398492
-0.224306462,267.3413843
-0.224306462,258.3416976
-0.21671325,194.0839344
-0.262272524,145.8456135
-0.21671325,55.84874628
-0.224306462,41.44924752
-0.243289493,-54.84740042
-0.262272524,-66.54699317
-0.262272524,-77.34661723
-0.262272524,-91.74611599
-0.224306462,-246.5407276
-0.186340401,354.6383455
-0.186340401,343.8387214
-0.186340401,333.0390974
-0.176848885,298.8402878
-0.205323432,290.7405698
-0.186340401,177.344517
-0.198995755,165.0449452
-0.186340401,90.9475245
-0.186340401,78.64795264
-0.186340401,70.24824504
-0.205323432,-23.34849689
-0.186340401,-35.34807919
-0.224306462,-44.94774503
-0.186340401,-214.1418554
-0.186340401,-224.9414795
-0.186340401,-235.7411036
-0.186340401,-256.1403935
-0.205323432,-266.3400384
-0.176848885,-315.8383154
-0.186340401,-328.1378873
-0.186340401,-339.6874852
-0.148374339,366.6379278
-0.148374339,279.040977
-0.148374339,209.7433893
-0.140781127,140.085814
-0.148374339,125.4463236
-0.148374339,114.6466995
-0.148374339,103.8470755
-0.148374339,31.54959212
-0.16735737,18.05006204
-0.16735737,9.050375314
-0.186340401,-12.54887282
-0.138882823,-161.0437038
-0.148374339,-172.7432965
-0.16735737,-181.7429832
-0.16735737,-192.5426073
-0.16735737,-203.3422314
-0.140781127,-283.9794244
-0.148374339,-296.9389733
-0.148374339,-307.7385974
-0.110408277,322.2394733
-0.110408277,311.4398492
-0.118001489,265.0014657
-0.110408277,225.9428254
-0.110408277,193.5439531
-0.100916762,155.7452689
-0.110408277,61.84853743
-0.129391308,48.6489969
-0.102815065,-129.1848128
-0.110408277,-143.3443199
-0.110408277,-152.9439857
-0.110408277,-244.7407903
-0.091425246,354.6383455
-0.097752923,339.6388676
-0.097752923,297.0403505
-0.085097569,177.0445275
-0.110408277,167.4448617
-0.085097569,90.64753494
-0.091425246,77.44799441
-0.110408277,70.24824504
-0.091425246,-36.84802698
-0.091425246,-91.74611599
-0.091425246,-102.5457401
-0.091425246,-113.3453641
-0.085097569,-222.541563
-0.110408277,-232.1412289
-0.091425246,-322.1380961
-0.097752923,-335.3376366
-0.072442215,369.0378443
-0.072442215,282.6408517
-0.072442215,235.8424808
-0.072442215,214.2432326
-0.072442215,203.4436085
-0.072442215,138.6458641
-0.072442215,127.8462401
-0.072442215,117.046616
-0.072442215,106.2469919
-0.072442215,28.84968611
-0.072442215,-70.14686785
-0.072442215,-80.94649192
-0.072442215,-275.3397252
-0.072442215,-286.1393492
-0.072442215,-307.7385974
0.098405063,356.4382828
0.098405063,345.6386588
0.117388094,322.2394733
0.117388094,311.4398492
0.117388094,301.8401834
0.079422032,295.2404131
0.124981306,275.4411023
0.117388094,261.0416036
0.098405063,250.2419795
0.126879609,239.4423554
0.098405063,229.5427
0.079422032,221.442982
0.079422032,212.4432953
0.117388094,98.14727388
0.117388094,85.84770202
0.126879609,73.84811972
0.098405063,63.04849566
0.098405063,52.24887159
0.098405063,41.44924752
0.117388094,30.04964434
0.098405063,19.84999938
0.079422032,9.050375314
0.117388094,-34.14812096
0.126879609,-166.4435158
0.117388094,-179.3430668
0.117388094,-189.5427117
0.098405063,-198.842388
0.117388094,-212.9418972
0.117388094,-220.4416361
0.10473274,-242.9408529
0.079422032,-251.9405397
0.126879609,-265.4400698
