Force[kip],Deformation[in]
684.225647,0.206294
683.718689,0.205715
683.044922,0.206294
682.399902,0.206584
681.971191,0.205135
681.891785,0.206584
682.22229,0.206584
682.952271,0.206874
684.015747,0.206004
685.303955,0.206294
686.678833,0.206294
687.993652,0.205715
689.115173,0.205715
689.950439,0.206584
690.4552,0.205135
690.619019,0.204846
690.439087,0.206874
689.902405,0.208612
688.997986,0.209192
687.753235,0.209192
686.267761,0.207453
684.710388,0.210061
683.262146,0.208612
682.026184,0.208322
680.957947,0.208612
679.863892,0.210061
678.490417,0.209192
676.653564,0.208902
674.343384,0.208612
671.733826,0.209192
669.098267,0.209192
666.679932,0.210061
664.584473,0.208902
662.748352,0.208902
660.993408,0.208322
659.131836,0.208612
657.061768,0.209192
654.801392,0.208322
652.459167,0.209481
650.15686,0.208902
647.952759,0.208612
645.80835,0.208612
643.621704,0.209481
641.293762,0.208612
638.791016,0.21064
636.15625,0.208902
633.463623,0.209192
630.745728,0.206294
627.948364,0.206004
624.953186,0.206874
621.653931,0.206874
618.046387,0.207163
614.267822,0.206874
610.551636,0.202528
607.125061,0.204556
604.098328,0.205425
601.422729,0.202528
598.936951,0.20021
596.464233,0.19963
593.896362,0.19992
591.214722,0.197892
588.4505,0.19992
585.622009,0.198182
582.706421,0.195864
579.664246,0.195574
576.492065,0.195864
573.249939,0.192097
570.039307,0.191807
566.941406,0.190938
563.9552,0.189779
560.97699,0.189779
557.84314,0.187461
554.408081,0.184564
550.614197,0.183115
546.51416,0.183695
542.239807,0.180508
537.944946,0.178769
533.752686,0.178479
529.730042,0.178479
525.889282,0.174713
522.203308,0.174423
518.611267,0.173264
515.032471,0.173264
511.387787,0.169497
507.624634,0.16689
503.732941,0.167469
499.743073,0.168628
495.702332,0.161675
491.639221,0.161964
487.541046,0.161675
483.361725,0.163413
479.053345,0.157618
474.598541,0.156459
470.022003,0.156169
465.374847,0.153562
460.693573,0.150954
455.964203,0.152403
451.120087,0.148347
446.082428,0.146318
440.824158,0.145449
435.414856,0.147477
430.013702,0.14487
424.801331,0.140524
419.888214,0.138495
415.244812,0.137336
410.700928,0.137047
406.024078,0.13328
401.03418,0.13357
395.696838,0.13357
390.141876,0.128065
384.586273,0.128065
379.210937,0.125747
374.058624,0.121691
369.013641,0.12256
363.868713,0.120821
358.447144,0.117924
352.710754,0.117345
346.784912,0.114157
340.884766,0.113578
335.193573,0.109232
329.768585,0.106914
324.53183,0.107204
319.345978,0.104886
314.119934,0.103437
308.872375,0.103437
303.708191,0.101119
298.721527,0.098222
293.903564,0.098512
289.115662,0.098801
284.14975,0.092137
278.841003,0.091558
273.161346,0.091558
267.237946,0.085763
261.282867,0.085763
255.482819,0.082576
249.912949,0.080837
244.516083,0.081996
239.146225,0.081127
233.651505,0.074173
227.947067,0.075043
222.041931,0.073594
216.01474,0.070117
209.964386,0.070117
203.965195,0.069248
198.044479,0.064033
192.185364,0.064033
186.344833,0.063453
180.471039,0.059107
174.517654,0.059107
168.461548,0.057948
162.319443,0.052443
156.153671,0.052733
150.051331,0.051864
144.08139,0.049835
138.251465,0.047807
132.49263,0.047807
126.692749,0.0452
120.762878,0.042592
114.693237,0.039405
108.563637,0.039115
102.504059,0.035349
96.625359,0.0339
90.961563,0.03419
85.45208,0.032451
79.976501,0.028685
74.419853,0.027526
68.731766,0.028105
62.952591,0.02318
57.196251,0.023759
51.598034,0.021151
46.247173,0.021441
41.133984,0.021151
