Force[kip],Deformation[in]
44.485493,0.011308
47.385323,0.011598
50.381226,0.015078
53.396759,0.018847
56.341026,0.024936
59.152836,0.027546
61.828728,0.028706
64.423744,0.032765
67.022385,0.039144
69.692818,0.044363
72.450569,0.045523
75.255737,0.049583
78.040535,0.051612
80.753876,0.054222
83.396896,0.060311
86.024727,0.059151
88.713997,0.06582
91.51326,0.06553
94.404556,0.071909
97.302353,0.077709
100.096321,0.078868
102.718819,0.082638
105.196999,0.082928
107.651764,0.086987
110.233871,0.090177
113.030922,0.091627
116.005348,0.099456
119.001129,0.100035
121.825493,0.104095
124.363716,0.108734
126.652962,0.109894
128.865952,0.113374
131.215622,0.115403
133.835937,0.116853
136.709518,0.121202
139.687302,0.124392
142.582993,0.127292
145.278488,0.130771
147.778854,0.132801
150.18428,0.134251
152.606796,0.13947
155.089188,0.14005
157.583527,0.147009
160.000443,0.146139
162.285416,0.148169
164.466507,0.151648
166.642288,0.153388
168.921692,0.157157
171.355362,0.159187
173.909302,0.163826
176.494751,0.164696
179.026077,0.169046
181.463196,0.170785
183.817551,0.169336
186.125031,0.176005
188.411652,0.179774
190.675827,0.181804
192.897552,0.182674
195.05835,0.187893
197.155243,0.189343
199.199585,0.189343
201.207703,0.193982
203.189972,0.196012
205.14621,0.195722
207.070923,0.201231
208.960037,0.202101
210.811859,0.20674
212.626694,0.20732
214.404861,0.2079
216.146759,0.213409
217.856033,0.213119
219.544113,0.214859
221.227539,0.218049
222.918686,0.220948
224.620468,0.222108
226.326828,0.223268
228.025574,0.227037
229.707336,0.229647
231.371384,0.233126
233.020554,0.231387
234.652893,0.236026
236.257645,0.237766
237.822769,0.237766
239.347137,0.243565
240.848755,0.242985
242.35582,0.242985
243.890549,0.247044
245.453033,0.247914
247.01918,0.248494
248.559464,0.255743
250.057022,0.253713
251.515656,0.255163
252.949921,0.261542
254.367844,0.259513
255.758041,0.258933
257.094818,0.262122
258.360199,0.265022
259.564362,0.264442
260.751312,0.268211
261.981232,0.271981
263.291077,0.270821
264.666565,0.271111
266.046753,0.273431
267.359009,0.28097
268.559601,0.27894
269.658936,0.27894
270.71106,0.281839
271.771881,0.282999
272.856445,0.28097
273.929291,0.285319
274.936401,0.287059
275.852783,0.287639
276.715881,0.285899
277.614136,0.286769
278.630402,0.289088
279.777557,0.294308
280.971436,0.295178
282.06601,0.293148
282.934174,0.295468
283.54422,0.299237
283.982849,0.300397
284.409851,0.299527
284.969086,0.299817
285.711548,0.303296
286.578094,0.302137
287.44577,0.333162
288.205322,0.305616
288.817963,0.305326
289.320557,0.309096
289.782562,0.308806
290.24939,0.309386
290.714355,0.308516
291.134949,0.311125
291.478424,0.309965
291.758453,0.311125
292.034515,0.310255
292.375214,0.313155
292.813141,0.312865
293.324646,0.314605
293.84314,0.314025
294.300476,0.314605
294.661652,0.315185
294.932007,0.318084
295.13855,0.318954
295.308777,0.316345
295.460541,0.316924
295.605164,0.317794
295.761414,0.319244
295.959564,0.318664
296.236938,0.318954
296.624756,0.319244
297.140564,0.320114
297.786652,0.322144
298.554352,0.320114
299.424225,0.319824
300.36319,0.320404
301.328491,0.319534
302.279602,0.318374
303.196686,0.320404
304.090393,0.320404
304.987152,0.320404
305.891663,0.319824
306.749542,0.321274
307.436493,0.322144
307.79248,0.327073
307.686493,0.326493
307.081482,0.327943
306.05896,0.329973
304.782166,0.328813
303.414307,0.327943
302.039612,0.326493
300.635925,0.327073
299.116119,0.327943
297.41391,0.328813
295.55603,0.328233
293.670807,0.328523
291.925171,0.325913
290.432678,0.323304
289.185547,0.322144
288.055389,0.323304
286.86441,0.320984
285.484497,0.320984
283.90271,0.320114
282.217102,0.318664
280.57193,0.319244
279.072357,0.321564
277.730835,0.318084
276.472931,0.318664
275.193787,0.319824
273.82608,0.320114
272.375336,0.318374
270.904755,0.317214
269.485443,0.320114
268.14798,0.317214
266.866943,0.318664
265.582336,0.318084
264.240265,0.318084
262.821045,0.316924
261.337921,0.316345
259.810669,0.314895
258.237946,0.315185
256.593903,0.316345
254.852905,0.314605
253.024124,0.316055
251.166229,0.310835
249.366119,0.309965
247.692505,0.308226
246.154053,0.308516
244.696136,0.303876
243.236328,0.304456
241.71312,0.305616
240.113113,0.305036
238.46347,0.305036
236.797119,0.298077
235.122269,0.296917
233.421509,0.297207
231.677139,0.299527
229.894119,0.296627
228.102554,0.291698
226.334305,0.292858
224.589737,0.291698
222.827652,0.286479
220.990372,0.288509
219.048828,0.289378
217.036194,0.286189
215.039734,0.28126
213.149368,0.28126
211.393631,0.27865
209.709717,0.27633
207.974167,0.27633
206.080246,0.27633
204.006882,0.270531
201.830002,0.271401
199.672714,0.267052
197.627838,0.264442
195.705551,0.264442
193.838913,0.259513
191.942307,0.260093
189.977036,0.259223
187.972931,0.254873
185.991867,0.254873
184.067932,0.249074
182.168457,0.248204
180.212021,0.248204
178.131104,0.245885
175.929871,0.243565
173.68811,0.239506
171.503754,0.236606
169.420334,0.238926
167.390182,0.236026
165.300598,0.233996
163.044937,0.229647
160.59433,0.225588
158.015945,0.224428
155.42952,0.223268
152.934616,0.220078
150.555389,0.219208
148.234695,0.215729
145.876892,0.214569
143.409973,0.21167
140.824173,0.20616
138.165787,0.20587
135.498154,0.201521
132.860397,0.202101
130.247742,0.198041
127.623657,0.196012
124.945053,0.193402
122.184654,0.188473
119.342628,0.188183
116.449951,0.183833
113.561699,0.182384
110.737244,0.176005
108.018509,0.174265
105.407013,0.171075
102.854462,0.171075
100.282066,0.165276
97.625336,0.162956
94.875435,0.161217
92.090393,0.155418
89.36573,0.153388
86.769661,0.151068
84.290565,0.148459
81.832924,0.146429
79.266174,0.146719
76.499756,0.14121
73.537003,0.13802
70.474762,0.13483
67.456009,0.131061
64.597046,0.129031
61.926025,0.124392
59.37249,0.122362
56.808922,0.119173
54.125706,0.115983
51.294086,0.110184
48.383209,0.107574
45.515507,0.104095
42.787392,0.099166
40.204594,0.097716
37.670082,0.093946
35.045818,0.087567
32.256592,0.088727
29.368366,0.082058
26.575197,0.077999
24.096165,0.075679
22.028221,0.07162
20.241285,0.06669
18.400162,0.06582
16.124899,0.059441
13.205119,0.055092
9.742805,0.055382
6.135809,0.048713
2.907235,0.048423
0.470466,0.043204
-1.041477,0.045523
-1.791258,0.037114
-2.107117,0.036245
-2.295743,0.038564
-2.51437,0.037404
-2.761887,0.037114
-2.965727,0.038274
-3.082864,0.036535
-3.146162,0.034215
-3.236296,0.036535
-3.417932,0.036824
-3.696666,0.035085
-4.026328,0.035375
-4.353241,0.030445
-4.649387,0.033925
-4.910695,0.032765
-5.130224,0.032765
-5.277429,0.031895
-5.31616,0.032765
-5.247252,0.033055
-5.139369,0.032185
-5.114612,0.032765
-5.280116,0.033055
-5.653688,0.033055
-6.144695,0.032185
-6.597766,0.033055
-6.874691,0.033345
-6.931358,0.033055
-6.838603,0.032475
-6.734144,0.032765
-6.735114,0.031315
-6.87171,0.033055
-7.081587,0.033635
-7.264875,0.033345
-7.359564,0.032475
-7.384156,0.032185
-7.421324,0.030735
-7.562122,0.033635
-7.849741,0.031025
-8.266903,0.031605
-8.773514,0.032765
-9.361982,0.033055
-10.091483,0.032475
-11.075194,0.032475
-12.429434,0.030445
-14.210966,0.026096
-16.378679,0.026966
-18.802319,0.026386
-21.31798,0.026386
-23.801762,0.023486
-26.215586,0.021457
-28.603947,0.020877
-31.052122,0.020007
-33.629585,0.018557
-36.350513,0.017977
-39.173302,0.014208
-42.037659,0.015657
-44.907181,0.012468
-47.79002,0.009568
-50.728718,0.008698
-53.763802,0.005509
-56.899342,0.007539
-60.091148,0.002609
-63.268856,0.002029
-66.378975,-0.00029
-69.415352,-0.00551
-72.419083,-0.00377
-75.450119,-0.00522
-78.544144,-0.00812
-81.687675,-0.00986
-84.831139,-0.01363
-87.927345,-0.01595
-90.967346,-0.01595
-93.987328,-0.01711
-97.040199,-0.02291
-100.154861,-0.02117
-103.312103,-0.02581
-106.45742,-0.02726
-109.542625,-0.02755
-112.566628,-0.03306
-115.582352,-0.03393
-118.663513,-0.03856
-121.851715,-0.03856
-125.123863,-0.04175
-128.401764,-0.04262
-131.600586,-0.04436
-134.683533,-0.04697
-137.682053,-0.05074
-140.674973,-0.05219
-143.732025,-0.05683
-146.85994,-0.05857
-149.989944,-0.05886
-153.013382,-0.06437
-155.849594,-0.06466
-158.502243,-0.06872
-161.066864,-0.0693
-163.685211,-0.07278
-166.463959,-0.07568
-169.412277,-0.07945
-172.434326,-0.08148
-175.387253,-0.08148
-178.165939,-0.08641
-180.762619,-0.08873
-183.266922,-0.09337
-185.807068,-0.09337
-188.470306,-0.09482
-191.250946,-0.09917
-194.056458,-0.10033
-196.762711,-0.10497
-199.290039,-0.10584
-201.649765,-0.11192
-203.933304,-0.11337
-206.256638,-0.11482
-208.694717,-0.11598
-211.24205,-0.11627
-213.831528,-0.12265
-216.387131,-0.1241
-218.871918,-0.12758
-221.303055,-0.12845
-223.724106,-0.1328
-226.1604,-0.13367
-228.590256,-0.13773
-230.956299,-0.13831
-233.206833,-0.14092
-235.337921,-0.14498
-237.398956,-0.1444
-239.45697,-0.15194
-241.54686,-0.1502
-243.644196,-0.1531
-245.682663,-0.15571
-247.608109,-0.15397
-249.427338,-0.16209
-251.215103,-0.16238
-253.071289,-0.16267
-255.059418,-0.16818
-257.163605,-0.16673
-259.294983,-0.16992
-261.34848,-0.1705
-263.267792,-0.17514
-265.078125,-0.17688
-266.866943,-0.1789
-268.720154,-0.17919
-270.660614,-0.18383
-272.633362,-0.18325
-274.54306,-0.1876
-276.322205,-0.19137
-277.977325,-0.18905
-279.58902,-0.1934
-281.262878,-0.19514
-283.06366,-0.19717
-284.971497,-0.19978
-286.894196,-0.20065
-288.720795,-0.19891
-290.379974,-0.20616
