Force[kip],Deformation[in]
-9.822778,0.00841
-10.46732,0.00899
-11.065985,0.010729
-11.426367,0.010439
-11.485997,0.00928
-11.327164,0.010149
-11.115783,0.009859
-11.013979,0.009569
-11.112693,0.00899
-11.411501,0.00928
-11.836722,0.00928
-12.277663,0.009859
-12.62564,0.010149
-12.818079,0.00899
-12.873956,0.009569
-12.891791,0.00841
-13.006412,0.00928
-13.322902,0.0087
-13.862456,0.00899
-14.549392,0.00928
-15.248262,0.0087
-15.825679,0.00725
-16.206255,0.00928
-16.392971,0.00812
-16.446449,0.0087
-16.444899,0.00812
-16.454256,0.00899
-16.525282,0.0087
-16.705492,0.00812
-17.052237,0.00754
-17.629927,0.00812
-18.489817,0.00841
-19.655773,0.00812
-21.135788,0.00899
-22.957205,0.0087
-25.19998,0.00551
-28.00198,0.0058
-31.522858,0.00522
-35.882439,0.00725
-41.107098,0.00522
-47.116467,0.00145
-53.761295,0.00087
-60.889347,-0.00203
-68.401787,-0.00493
-76.266212,-0.00696
-84.483627,-0.00696
-93.032181,-0.01044
-101.830627,-0.01392
-110.746025,-0.01508
-119.641312,-0.01334
-128.433884,-0.01827
-137.13063,-0.01972
-145.817978,-0.02204
-154.617218,-0.02523
-163.628357,-0.02639
-172.88681,-0.02755
-182.350708,-0.02957
-191.921387,-0.03247
-201.484833,-0.03131
-210.952667,-0.03653
-220.28949,-0.03769
-229.515411,-0.04291
-238.685623,-0.04494
-247.855713,-0.04784
-257.049805,-0.05103
-266.250092,-0.05016
-275.408783,-0.05335
-284.475647,-0.05393
-293.42749,-0.05538
-302.28183,-0.05828
-311.088867,-0.06466
-319.910461,-0.06495
-328.797729,-0.06843
-337.776123,-0.06988
-346.843964,-0.06959
-355.978088,-0.07278
-365.143921,-0.07336
-374.310089,-0.07713
-383.462433,-0.08061
-392.610016,-0.08206
-401.776611,-0.08206
-410.986511,-0.08612
-420.246033,-0.08641
-429.532837,-0.09076
-438.802032,-0.09366
-448.003082,-0.09482
-457.098602,-0.09714
-466.071777,-0.10003
-474.926392,-0.09945
-483.67923,-0.1038
-492.354431,-0.10525
-500.986206,-0.10583
-509.624725,-0.10757
-518.332031,-0.11018
-527.166626,-0.10902
-536.157898,-0.11511
-545.287292,-0.11714
-554.485413,-0.11859
-563.653992,-0.12062
-572.701904,-0.12265
-581.578064,-0.12758
-590.285767,-0.12787
-598.865784,-0.13077
-607.363586,-0.13367
-615.793091,-0.1328
-624.12262,-0.13657
-632.287781,-0.1386
-640.223083,-0.13889
-647.897217,-0.14353
-655.328247,-0.14469
-662.577637,-0.14353
-669.729309,-0.14962
-676.867432,-0.14991
-684.060608,-0.14933
-691.355591,-0.15484
-698.775635,-0.15629
-706.315369,-0.15629
-713.937927,-0.16064
-721.579712,-0.16035
-729.16449,-0.16789
-736.627258,-0.16673
-743.930237,-0.16673
-751.068359,-0.17078
-758.06311,-0.17078
-764.945374,-0.17194
-771.744263,-0.17165
-778.478149,-0.17687
-785.153381,-0.1789
-791.768616,-0.17687
-798.316406,-0.18296
-804.781433,-0.18296
-811.139343,-0.18267
-817.361328,-0.18383
-823.42511,-0.1876
-829.339172,-0.18876
-835.156677,-0.1905
-840.966858,-0.19369
-846.865845,-0.19456
-852.914978,-0.19456
-859.11145,-0.19601
-865.392212,-0.20094
-871.660156,-0.20007
-877.82605,-0.20123
-883.840515,-0.20326
-889.703125,-0.205
-895.446045,-0.20413
-901.107056,-0.20413
-906.710937,-0.20906
-912.262817,-0.21051
-917.756958,-0.21167
-923.186951,-0.21167
-928.549805,-0.21544
-933.847961,-0.21544
-939.087158,-0.21863
-944.274353,-0.21863
-949.417908,-0.22037
-954.520569,-0.22182
-959.572266,-0.22298
-964.544189,-0.22501
-969.396667,-0.22356
-974.094116,-0.22588
-978.625488,-0.22646
-983.018311,-0.22791
-987.337219,-0.2311
-991.659668,-0.22965
-996.037537,-0.23052
