Time[s],Deformation[in]
13.7,2.008468865
13.75,1.832941432
13.8,1.63934679
13.85,1.429619275
13.9,1.205854412
13.95,0.970287988
14,0.725273704
14.05,0.473259661
14.1,0.216763901
14.15,-0.041650756
14.2,-0.299402315
14.25,-0.553915409
14.3,-0.802647026
14.35,-1.043111923
14.4,-1.272907453
14.45,-1.489737577
14.5,-1.691435798
14.55,-1.875986815
14.6,-2.041546655
14.65,-2.186461099
14.7,-2.30928221
14.75,-2.4087828
14.8,-2.483968691
14.85,-2.534088652
14.9,-2.558641899
14.95,-2.557383106
15,-2.53032485
15.05,-2.477737487
15.1,-2.400146454
15.15,-2.298327014
15.2,-2.173296514
15.25,-2.026304216
15.3,-1.85881882
15.35,-1.672513784
15.4,-1.469250606
15.45,-1.251060225
15.5,-1.020122727
15.55,-0.778745564
15.6,-0.529340495
15.65,-0.274399494
15.7,-0.016469848
15.75,0.241871296
15.8,0.498042679
15.85,0.749484721
15.9,0.993685096
15.95,1.228203835
16,1.450697704
16.05,1.658943617
16.1,1.850860851
16.15,2.024531832
16.2,2.178221297
16.25,2.310393631
16.3,2.419728213
16.35,2.505132607
16.4,2.565753481
16.45,2.60098513
16.5,2.610475533
16.55,2.594129864
16.6,2.552111444
16.65,2.484840106
16.7,2.392988004
16.75,2.277472894
16.8,2.139448964
16.85,1.980295304
16.9,1.801602125
16.95,1.605154869
17,1.392916374
17.05,1.167007255
17.1,0.929684722
17.15,0.683320023
17.2,0.430374753
17.25,0.173376258
17.3,-0.085107619
17.35,-0.342494191
17.4,-0.596211739
17.45,-0.843725199
17.5,-1.082561499
17.55,-1.310334266
17.6,-1.524767669
17.65,-1.723719161
17.7,-1.905200884
17.75,-2.067399533
17.8,-2.208694472
17.85,-2.32767393
17.9,-2.423149102
17.95,-2.494166033
18,-2.540015145
18.05,-2.560238328
18.1,-2.554633519
18.15,-2.52325672
18.2,-2.466421437
18.25,-2.38469555
18.3,-2.278895637
18.35,-2.150078814
18.4,-1.999532179
18.45,-1.828759942
18.5,-1.639468403
18.55,-1.433548901
18.6,-1.213058916
18.65,-0.980201511
18.7,-0.737303319
18.75,-0.486791299
18.8,-0.231168485
18.85,0.027011025
18.9,0.285167586
18.95,0.540721784
19,0.791120205
19.05,1.033860951
19.1,1.266518637
19.15,1.486768625
19.2,1.692410248
19.25,1.881388804
19.3,2.051816082
19.35,2.201989229
19.4,2.330407764
19.45,2.435788572
19.5,2.517078722
19.55,2.57346599
19.6,2.604386974
19.65,2.60953272
19.7,2.588851815
19.75,2.542550895
19.8,2.471092584
19.85,2.375190869
19.9,2.255803969
19.95,2.114124757
20,1.951568847
20.05,1.769760443
20.1,1.570516114
20.15,1.355826644
20.2,1.12783714
20.25,0.888825596
20.3,0.641180137
20.35,0.387375155
20.4,0.129946585
20.45,-0.128533432
20.5,-0.385482248
20.55,-0.638332516
20.6,-0.88455784
20.65,-1.121698018
20.7,-1.347383623
20.75,-1.55935968
20.8,-1.755508194
20.85,-1.933869313
20.9,-2.092660913
20.95,-2.230296399
21,-2.345400565
21.05,-2.436823327
21.1,-2.503651219
21.15,-2.545216519
21.2,-2.56110392
21.25,-2.55115468
21.3,-2.51546821
21.35,-2.454401076
21.4,-2.36856344
21.45,-2.258812966
21.5,-2.126246242
21.55,-1.972187832
21.6,-1.798177036
21.65,-1.605952513
21.7,-1.397434906
21.75,-1.174707655
21.8,-0.939996177
21.85,-0.695645631
21.9,-0.444097487
21.95,-0.187865131
22,0.070491248
22.05,0.328390238
22.1,0.583254999
22.15,0.832539005
22.2,1.073751493
22.25,1.304482348
22.3,1.522426183
22.35,1.725405376
22.4,1.911391825
22.45,2.078527216
22.5,2.225141586
22.55,2.349770015
22.6,2.451167254
22.65,2.528320178
22.7,2.580457898
22.75,2.607059473
22.8,2.607859109
22.85,2.582848814
22.9,2.532278485
22.95,2.456653403
23,2.35672919
23.05,2.233504253
23.1,2.088209818
23.15,1.922297616
23.2,1.73742539
23.25,1.535440319
23.3,1.318360574
23.35,1.088355142
23.4,0.847722162
23.45,0.598865959
23.5,0.344273022
23.55,0.086487159
23.6,-0.171915918
23.65,-0.428354331
23.7,-0.680265832
23.75,-0.925133406
23.8,-1.160510415
23.85,-1.384045052
23.9,-1.593503831
23.95,-1.78679391
24,-1.961983997
24.05,-2.117323653
24.1,-2.251260774
24.15,-2.362457105
24.2,-2.449801608
24.25,-2.512421567
24.3,-2.549691303
24.35,-2.56123843
24.4,-2.546947573
24.45,-2.50696152
24.5,-2.4416798
24.55,-2.351754686
24.6,-2.23808468
24.65,-2.101805534
24.7,-1.944278906
24.75,-1.767078749
24.8,-1.571975588
24.85,-1.360918831
24.9,-1.136017285
24.95,-0.899518093
25,-0.653784278
25.05,-0.401271129
25.1,-0.144501675
25.15,0.113958529
25.2,0.371527033
25.25,0.625630299
25.3,0.87372941
25.35,1.113345443
25.4,1.342084233
25.45,1.557660297
25.5,1.757919672
25.55,1.940861431
25.6,2.10465768
25.65,2.247671823
25.7,2.368474908
25.75,2.465859912
25.8,2.538853796
25.85,2.586727228
25.9,2.609001874
25.95,2.605455172
26,2.576122559
26.05,2.521297119
26.1,2.441526648
26.15,2.337608186
26.2,2.210580053
26.25,2.061711471
26.3,1.892489887
26.35,1.704606106
26.4,1.499937401
26.45,1.280528754
26.5,1.048572424
26.55,0.806386041
26.6,0.556389452
26.65,0.301080541
26.7,0.043010269
26.75,-0.215242811
26.8,-0.471098319
26.85,-0.721999831
26.9,-0.965440424
26.95,-1.198987717
27,-1.420308186
27.05,-1.627190467
27.1,-1.817567463
27.15,-1.989536988
27.2,-2.141380781
27.25,-2.271581668
27.3,-2.378838726
27.35,-2.462080276
27.4,-2.520474598
27.45,-2.553438233
27.5,-2.560641822
27.55,-2.542013387
27.6,-2.497739057
27.65,-2.428261208
27.7,-2.334274039
27.75,-2.216716639
27.8,-2.076763602
27.85,-1.915813292
27.9,-1.735473873
27.95,-1.537547236
28,-1.324010999
28.05,-1.096998744
28.1,-0.858778704
28.15,-0.611731095
28.2,-0.358324333
28.25,-0.101090377
28.3,0.157400578
28.35,0.414565775
28.4,0.667835704
28.45,0.914679776
28.5,1.152631608
28.55,1.379313662
28.6,1.592461006
28.65,1.789943943
28.7,1.969789289
28.75,2.130200088
28.8,2.269573569
28.85,2.386517157
28.9,2.479862392
28.95,2.548676598
29,2.592272207
29.05,2.610213625
29.1,2.602321589
29.15,2.568674952
29.2,2.509609901
29.25,2.425716594
29.3,2.317833265
29.35,2.187037849
29.4,2.034637211
29.45,1.862154087
29.5,1.671311871
29.55,1.464017397
29.6,1.242341881
29.65,1.008500233
29.7,0.76482892
29.75,0.513762627
29.8,0.257809923
29.85,-0.000471795
29.9,-0.258501862
29.95,-0.513702127
30,-0.763522714
30.05,-1.005467498
30.1,-1.237119046
30.15,-1.456162772
30.2,-1.660410065
30.25,-1.847820153
30.3,-2.016520495
30.35,-2.164825495
30.4,-2.291253337
30.45,-2.394540797
30.5,-2.47365586
30.55,-2.527808034
30.6,-2.55645625
30.65,-2.559314263
30.7,-2.536353517
30.75,-2.487803428
30.8,-2.414149093
30.85,-2.316126442
30.9,-2.194714884
30.95,-2.051127524
31,-1.886799039
31.05,-1.703371345
31.1,-1.50267719
31.15,-1.286721846
31.2,-1.057663065
31.25,-0.817789528
31.3,-0.569497971
31.35,-0.315269242
31.4,-0.057643511
31.45,0.200805113
31.5,0.457494294
31.55,0.709859281
31.6,0.955378525
31.65,1.191598879
31.7,1.416160108
31.75,1.62681847
31.8,1.821469137
31.85,1.998167222
31.9,2.155147218
31.95,2.290840632
32,2.40389166
32.05,2.493170735
32.1,2.557785808
32.15,2.597091267
32.2,2.610694386
32.25,2.598459246
32.3,2.560508097
32.35,2.497220135
32.4,2.40922771
32.45,2.297410016
32.5,2.162884297
32.55,2.00699469
32.6,1.831298792
32.65,1.637552098
32.7,1.427690462
32.75,1.203810752
32.8,0.968149899
32.85,0.723062549
32.9,0.470997534
32.95,0.214473404
33,-0.043946737
33.05,-0.30168084
33.1,-0.556153711
33.15,-0.804822741
33.2,-1.045203311
33.25,-1.274893619
33.3,-1.491598674
33.35,-1.693153232
33.4,-1.877543426
33.45,-2.04292689
33.5,-2.187651167
33.55,-2.310270219
33.6,-2.409558879
33.65,-2.484525086
33.7,-2.534419803
33.75,-2.558744499
33.8,-2.557256128
33.85,-2.529969563
33.9,-2.477157442
33.95,-2.399347445
34,-2.297317025
34.05,-2.172085636
34.1,-2.024904549
34.15,-1.857244348
34.2,-1.670780239
34.25,-1.467375309
34.3,-1.249061914
34.35,-1.018021368
34.4,-0.776562152
34.45,-0.527096847
34.5,-0.272118028
34.55,-0.014173359
34.6,0.244159862
34.65,0.500300455
34.7,0.751689149
34.75,0.995814149
34.8,1.230236241
34.85,1.452613155
34.9,1.660722976
34.95,1.852486338
35,2.025987206
35.05,2.179492016
35.1,2.311466999
35.15,2.420593505
35.2,2.505781177
35.25,2.566178849
35.3,2.601183047
35.35,2.61044402
35.4,2.593869236
35.45,2.551624305
35.5,2.484131324
35.55,2.392064661
35.6,2.276344215
35.65,2.138126226
35.7,1.978791724
35.75,1.799932726
35.8,1.603336332
35.85,1.390966868
35.9,1.16494626
35.95,0.92753283
36,0.681098736
36.05,0.428106265
36.1,0.171083234
36.15,-0.087402267
36.2,-0.344767537
36.25,-0.598441067
36.3,-0.845888234
36.35,-1.08463663
36.4,-1.312300758
36.45,-1.526605874
36.5,-1.725410712
36.55,-1.906728879
36.6,-2.068748706
36.65,-2.209851342
36.7,-2.328626938
36.75,-2.423888726
36.8,-2.494684882
36.85,-2.540308035
36.9,-2.560302334
36.95,-2.554468
37,-2.522863331
37.05,-2.465804108
37.1,-2.383860449
37.15,-2.277851107
37.2,-2.148835294
37.25,-1.998102092
37.3,-1.827157577
37.35,-1.637709771
37.4,-1.431651574
37.45,-1.211041851
37.5,-0.978084861
37.55,-0.735108234
37.6,-0.484539712
37.65,-0.228882892
37.7,0.029307787
37.75,0.287452568
37.8,0.542972155
37.85,0.793313481
37.9,1.035975218
37.95,1.268532769
38,1.488662496
38.05,1.694164937
38.1,1.882986779
38.15,2.053241376
38.2,2.2032276
38.25,2.33144684
38.3,2.436617969
38.35,2.517690155
38.4,2.573853349
38.45,2.604546388
38.5,2.609462597
38.55,2.588552856
38.6,2.542026086
38.65,2.470347169
38.7,2.374232296
38.75,2.254641816
38.8,2.112770637
38.85,1.950036288
38.9,1.768064758
38.95,1.568674247
39,1.353856998
39.05,1.125759393
39.1,0.88666051
39.15,0.638949345
39.2,0.385100946
39.25,0.127651682
39.3,-0.130826099
39.35,-0.387749771
39.4,-0.64055224
39.45,-0.886707585
39.5,-1.123756305
39.55,-1.349329886
39.6,-1.561174473
39.65,-1.757173383
39.7,-1.935368261
39.75,-2.093978643
39.8,-2.231419745
39.85,-2.346318302
39.9,-2.437526286
39.95,-2.504132376
40,-2.545471066
40.05,-2.561129314
40.1,-2.550950668
40.15,-2.515036829
40.2,-2.453746637
40.25,-2.367692483
40.3,-2.257734191
40.35,-2.124970429
40.4,-1.970727728
40.45,-1.796547231
40.5,-1.604169291
40.55,-1.395516084
40.6,-1.172672406
40.65,-0.937864836
40.7,-0.693439493
40.75,-0.441838596
40.8,-0.185576057
40.85,0.072787634
40.9,0.330670991
40.95,0.58549733
41,0.83472051
41.05,1.075850375
41.1,1.306477635
41.15,1.52429794
41.2,1.7271349
41.25,1.912961835
41.3,2.079922026
41.35,2.226347259
41.4,2.350774504
41.45,2.451960523
41.5,2.5288943
41.55,2.580807138
41.6,2.607180341
41.65,2.607750396
41.7,2.582511608
41.75,2.531716155
41.8,2.455871567
41.85,2.355735659
41.9,2.232308956
41.95,2.086824696
42,1.920736511
42.05,1.735703898
42.1,1.533575642
42.15,1.316371342
42.2,1.086261231
42.25,0.845544494
42.3,0.596626293
42.35,0.341993735
42.4,0.084191026
42.45,-0.174205955
42.5,-0.430615391
42.55,-0.682475324
42.6,-0.927269252
42.65,-1.162551276
42.7,-1.385970535
42.75,-1.595294698
42.8,-1.788432266
42.85,-1.963453474
42.9,-2.118609568
42.95,-2.252350277
43,-2.363339311
43.05,-2.450467703
43.1,-2.512864895
43.15,-2.549907435
43.2,-2.561225206
43.25,-2.546705124
43.3,-2.50649227
43.35,-2.440988437
43.4,-2.350848118
43.45,-2.236971965
43.5,-2.10049779
43.55,-1.9427892
43.6,-1.765421965
43.65,-1.57016828
43.7,-1.358979057
43.75,-1.133964427
43.8,-0.897372663
43.85,-0.651567711
43.9,-0.399005573
43.95,-0.142209767
44,0.116253889
44.05,0.373802912
44.1,0.627863956
44.15,0.875898527
44.2,1.115428347
44.25,1.344060112
44.3,1.559509409
44.35,1.759623541
44.4,1.942403033
44.45,2.106021612
44.5,2.248844456
44.55,2.369444527
44.6,2.466616828
44.65,2.539390445
44.7,2.58703825
44.75,2.60908416
44.8,2.6053079
44.85,2.575747202
44.9,2.520697426
44.95,2.440708611
45,2.336579979
45.05,2.209351949
45.1,2.060295741
45.15,1.890900676
45.2,1.702859294
45.25,1.498050441
45.3,1.2785205
45.35,1.046462941
45.4,0.804196407
45.45,0.554141546
45.5,0.298796821
45.55,0.040713555
45.6,-0.217529571
45.65,-0.473352277
45.7,-0.724198466
45.75,-0.967561768
45.8,-1.201010575
45.85,-1.422212345
45.9,-1.628956902
45.95,-1.819178524
46,-1.990976578
46.05,-2.142634516
46.1,-2.272637022
46.15,-2.379685153
46.2,-2.462709319
46.25,-2.520879972
46.3,-2.553615888
46.35,-2.560589982
46.4,-2.541732571
46.45,-2.497232071
46.5,-2.427533117
46.55,-2.333332117
46.6,-2.215570298
46.65,-2.075424296
46.7,-1.914294404
46.75,-1.733790578
46.8,-1.535716353
46.85,-1.322050822
46.9,-1.094928858
46.95,-0.856619791
47,-0.609504725
47.05,-0.356052753
47.1,-0.098796283
47.15,0.159694264
47.2,0.416836135
47.25,0.670060054
47.3,0.916835892
47.35,1.154697944
47.4,1.381269574
47.45,1.594286951
47.5,1.791621677
47.55,1.971302047
47.6,2.131532756
47.65,2.270712832
47.7,2.387451631
47.75,2.48058274
47.8,2.549175623
47.85,2.592544923
47.9,2.610257307
47.95,2.6021358
48,2.568261549
48.05,2.508973014
48.1,2.424862587
48.15,2.316770671
48.2,2.185777285
48.25,2.033191272
48.3,1.86053722
48.35,1.669540232
48.4,1.462108687
48.45,1.240315172
48.5,1.006375774
48.55,0.762627939
48.6,0.511507115
48.65,0.255522417
48.7,-0.00276844
48.75,-0.260784698
48.8,-0.515948346
48.85,-0.765709871
48.9,-1.00757374
48.95,-1.239123328
49,-1.458045069
49.05,-1.662151568
49.1,-1.849403462
49.15,-2.017929792
49.2,-2.166046697
49.25,-2.292274242
49.3,-2.395351205
49.35,-2.474247673
49.4,-2.52817534
49.45,-2.556595377
49.5,-2.559223823
49.55,-2.536034412
49.6,-2.487258848
49.65,-2.413384479
49.7,-2.315149433
49.75,-2.193535242
49.8,-2.049757036
49.85,-1.885251398
49.9,-1.701662015
49.95,-1.50082325
50,-1.284741819
50.05,-1.055576736
50.1,-0.815617742
50.15,-0.567262429
50.2,-0.31299228
50.25,-0.055347879
50.3,0.203096476
50.35,0.459758495
50.4,0.712073696
50.45,0.957521029
50.5,1.193648065
50.55,1.418095501
50.6,1.628620732
50.65,1.823120259
50.7,1.999650709
50.75,2.156448246
50.8,2.291946202
50.85,2.404790726
50.9,2.493854312
50.95,2.558247067
51,2.5973256
51.05,2.610699451
51.1,2.598234993
51.15,2.560056766
51.2,2.496546235
51.25,2.408337976
51.3,2.296313337
51.35,2.16159163
51.4,2.005518951
51.45,1.829654727
51.5,1.635756134
51.55,1.425760543
51.6,1.201766161
51.65,0.966011066
51.7,0.720850843
51.75,0.468735055
51.8,0.212182757
51.85,-0.046242664
51.9,-0.303959107
51.95,-0.558391554
52,-0.806997801
52.05,-1.047293856
52.1,-1.27687876
52.15,-1.493458576
52.2,-1.694869312
52.25,-1.879098537
52.3,-2.044305494
52.35,-2.188839489
52.4,-2.311256387
52.45,-2.410333038
52.5,-2.485079502
52.55,-2.534748936
52.6,-2.55884506
52.65,-2.557127113
52.7,-2.529612261
52.75,-2.476575422
52.8,-2.398546524
52.85,-2.296305205
52.9,-2.170873026
52.95,-2.023503266
53,-1.855668392
53.05,-1.669045357
53.1,-1.465498836
53.15,-1.247062598
53.2,-1.015919186
53.25,-0.774378109
53.3,-0.524852764
53.35,-0.269836328
53.4,-0.01187684
53.45,0.246448255
53.5,0.502557857
53.55,0.753893003
53.6,0.997942437
53.65,1.232267696
53.7,1.454527481
53.75,1.662501044
53.8,1.854110384
53.85,2.027441002
53.9,2.180761036
53.95,2.312538564
54,2.421456907
54.05,2.506427791
54.1,2.566602213
54.15,2.60137893
54.2,2.610410467
54.25,2.593606581
54.3,2.551135173
54.35,2.483420602
54.4,2.391139449
54.45,2.275213759
54.5,2.136801822
54.55,1.977286603
54.6,1.798261928
54.65,1.60151655
54.7,1.389016285
54.75,1.162884366
54.8,0.925380226
54.85,0.678876931
54.9,0.425837458
54.95,0.168790094
55,-0.089696827
55.05,-0.347040591
55.1,-0.600669903
55.15,-0.848050583
55.2,-1.086710886
55.25,-1.314266195
55.3,-1.528442855
55.35,-1.727100882
55.4,-1.908255352
55.45,-2.070096228
55.5,-2.21100645
55.55,-2.329578089
55.6,-2.424626418
55.65,-2.495201744
55.7,-2.540598903
55.75,-2.5603643
55.8,-2.554300447
55.85,-2.522467932
55.9,-2.465184814
55.95,-2.383023447
56,-2.276804762
56.05,-2.147590059
56.1,-1.996670409
56.15,-1.825553752
56.2,-1.635949828
56.25,-1.429753098
56.3,-1.209023811
56.35,-0.975967421
56.4,-0.73291255
56.45,-0.482287722
56.5,-0.226597099
56.55,0.031604545
56.6,0.289737343
56.65,0.545222119
56.7,0.795506151
56.75,1.038088686
56.8,1.270545919
56.85,1.490555213
56.9,1.69591831
56.95,1.884583288
57,2.054665069
57.05,2.204464253
57.1,2.332484095
57.15,2.437445465
57.2,2.518299621
57.25,2.574238697
57.3,2.604703767
57.35,2.609390435
57.4,2.588251874
57.45,2.541499291
57.5,2.469599825
57.55,2.37327187
57.6,2.253477904
57.65,2.111414869
57.7,1.94850221
57.75,1.766367699
57.8,1.566831161
57.85,1.351886302
57.9,1.123680778
57.95,0.884494744
58,0.636718068
58.05,0.382826452
58.1,0.125356698
58.15,-0.133118643
58.2,-0.39001697
58.25,-0.642771439
58.3,-0.888856611
58.35,-1.125813686
58.4,-1.351275065
58.45,-1.562988014
58.5,-1.758837167
58.55,-1.936865663
58.6,-2.095294702
58.65,-2.232541311
58.7,-2.347234169
58.75,-2.438227302
58.8,-2.504611538
58.85,-2.545723586
58.9,-2.561152668
58.95,-2.550744623
59,-2.514603445
59.05,-2.453090243
59.1,-2.366819638
59.15,-2.256653616
59.2,-2.123692921
59.25,-1.969266051
59.3,-1.79491599
59.35,-1.602384784
59.4,-1.393596142
59.45,-1.170636212
59.5,-0.935732735
59.55,-0.691232789
59.6,-0.439579337
59.65,-0.183286817
59.7,0.075083982
59.75,0.332951503
59.8,0.587739219
59.85,0.836901376
59.9,1.077948427
59.95,1.308471911
60,1.526168513
60.05,1.728863081
60.1,1.914530356
60.15,2.081315214
60.2,2.227551195
60.25,2.351777158
60.3,2.452751877
60.35,2.529466447
60.4,2.581154361
60.45,2.607299171
60.5,2.607639646
60.55,2.582172384
60.6,2.531151846
60.65,2.455087813
60.7,2.35474029
60.75,2.231111917
60.8,2.085437948
60.85,1.91917391
60.9,1.733981056
60.95,1.531709774
61,1.314381091
61.05,1.084166483
61.1,0.843366179
61.15,0.594386176
61.2,0.339714199
61.25,0.081894846
61.3,-0.176495835
61.35,-0.432876092
61.4,-0.684684258
61.45,-0.929404348
61.5,-1.1645912
61.55,-1.387894905
61.6,-1.597084287
61.65,-1.790069193
61.7,-1.964921383
61.75,-2.119893791
61.8,-2.253437985
61.85,-2.364219634
61.9,-2.451131846
61.95,-2.513306221
62,-2.550121535
62.05,-2.561209941
62.1,-2.546460647
62.15,-2.506021024
62.2,-2.440295129
62.25,-2.349939676
62.3,-2.235857466
62.35,-2.09918837
62.4,-1.941297941
62.45,-1.763763769
62.5,-1.568359714
62.55,-1.357038192
62.6,-1.131910655
62.65,-0.895226505
62.7,-0.649350611
62.75,-0.396739683
62.8,-0.139917727
62.85,0.118549178
62.9,0.376078515
62.95,0.630097136
63,0.878066972
63.05,1.11751039
63.1,1.34603495
63.15,1.561357311
63.2,1.761326042
63.25,1.943943122
63.3,2.107383902
63.35,2.250015335
63.4,2.370412296
63.45,2.467371817
63.5,2.539925111
63.55,2.58734725
63.6,2.609164407
63.65,2.605158593
63.7,2.575369832
63.75,2.520095763
63.8,2.439888668
63.85,2.335549948
63.9,2.208122121
63.95,2.058878405
64,1.889309994
64.05,1.701111158
64.1,1.496162318
64.15,1.276511256
64.2,1.044352652
64.25,0.802006159
64.3,0.551893221
64.35,0.296512886
64.4,0.038416829
64.45,-0.21981614
64.5,-0.475605842
64.55,-0.726396511
64.6,-0.969682329
64.65,-1.203032465
64.7,-1.424115362
64.75,-1.630722032
64.8,-1.82078813
64.85,-1.992414578
64.9,-2.143886542
64.95,-2.273690563
65,-2.380529683
65.05,-2.4633364
65.1,-2.521283338
65.15,-2.553791509
65.2,-2.560536103
65.25,-2.54144973
65.3,-2.496723095
65.35,-2.426803091
65.4,-2.332388336
65.45,-2.214422191
65.5,-2.074083334
65.55,-1.912773986
65.6,-1.732105896
65.65,-1.53388424
65.7,-1.320089582
65.75,-1.092858089
65.8,-0.854460183
65.85,-0.607277856
65.9,-0.353780873
65.95,-0.096502091
66,0.161987844
66.05,0.419106187
66.1,0.672283896
66.15,0.918991303
66.2,1.15676339
66.25,1.383224416
66.3,1.596111658
66.35,1.793298016
66.4,1.97281327
66.45,2.132863763
66.5,2.271850323
66.55,2.388384242
66.6,2.481301151
66.65,2.549672657
66.7,2.592815613
66.75,2.610298949
66.8,2.601947978
66.85,2.56784614
66.9,2.508334168
66.95,2.424006687
67,2.315706269
67.05,2.184515017
67.1,2.031743749
67.15,1.858918906
67.2,1.667767296
